file_id,section_id,local_readme_file,heading_markdown,,section_code
36,1,alepezLiveReloadsublimetext3master....md,# LiveReload for Sublime Text 3,alepezLiveReloadsublimetext3master....md# LiveReload for Sublime Text 3,1
36,2,alepezLiveReloadsublimetext3master....md,## Installing,alepezLiveReloadsublimetext3master....md## Installing,3
36,3,alepezLiveReloadsublimetext3master....md,"### Manual install, Linux users","alepezLiveReloadsublimetext3master....md### Manual install, Linux users",3
36,4,alepezLiveReloadsublimetext3master....md,"### Manual install, OSX users","alepezLiveReloadsublimetext3master....md### Manual install, OSX users",3
36,5,alepezLiveReloadsublimetext3master....md,# Using,alepezLiveReloadsublimetext3master....md# Using,3
36,6,alepezLiveReloadsublimetext3master....md,## Available plug-ins:,alepezLiveReloadsublimetext3master....md## Available plug-ins:,3
36,7,alepezLiveReloadsublimetext3master....md,## Examples,alepezLiveReloadsublimetext3master....md## Examples,3
36,8,alepezLiveReloadsublimetext3master....md,## Sass Preprocessor usage,alepezLiveReloadsublimetext3master....md## Sass Preprocessor usage,3
36,9,alepezLiveReloadsublimetext3master....md,# Plug-in api,alepezLiveReloadsublimetext3master....md# Plug-in api,6
36,10,alepezLiveReloadsublimetext3master....md,# Thanks,alepezLiveReloadsublimetext3master....md# Thanks,"1,5,6"
37,1,Alex-Bubblemaster.ASP.NET-MVC.md,# Spec Tester Documentation,Alex-Bubblemaster.ASP.NET-MVC.md# Spec Tester Documentation,
37,2,Alex-Bubblemaster.ASP.NET-MVC.md,## Home Page,Alex-Bubblemaster.ASP.NET-MVC.md## Home Page,6
37,3,Alex-Bubblemaster.ASP.NET-MVC.md,## Cook Logged in Users in Training,Alex-Bubblemaster.ASP.NET-MVC.md## Cook Logged in Users in Training,3
37,4,Alex-Bubblemaster.ASP.NET-MVC.md,## Admin Training Management,Alex-Bubblemaster.ASP.NET-MVC.md## Admin Training Management,1
37,5,Alex-Bubblemaster.ASP.NET-MVC.md,"## Admin Products page - to Manage Products, create new etc.","Alex-Bubblemaster.ASP.NET-MVC.md## Admin Products page - to Manage Products, create new etc.","3,6"
37,6,Alex-Bubblemaster.ASP.NET-MVC.md,## Admin Manage Area with Statistics ,Alex-Bubblemaster.ASP.NET-MVC.md## Admin Manage Area with Statistics ,1
37,7,Alex-Bubblemaster.ASP.NET-MVC.md,## Cook book,Alex-Bubblemaster.ASP.NET-MVC.md## Cook book,"3,6"
37,8,Alex-Bubblemaster.ASP.NET-MVC.md,## Error Handling,Alex-Bubblemaster.ASP.NET-MVC.md## Error Handling,"3,6"
37,9,Alex-Bubblemaster.ASP.NET-MVC.md,## User statistics ,Alex-Bubblemaster.ASP.NET-MVC.md## User statistics ,"-,3"
38,1,AlexanderKovachev.SharpSapRfc.md,# SharpSapRfc,AlexanderKovachev.SharpSapRfc.md# SharpSapRfc,-
38,2,AlexanderKovachev.SharpSapRfc.md,## What is SharpSapRfc?,AlexanderKovachev.SharpSapRfc.md## What is SharpSapRfc?,3
38,3,AlexanderKovachev.SharpSapRfc.md,## All Features,AlexanderKovachev.SharpSapRfc.md## All Features,"1,6"
39,1,alexgbherokubuildpackmultimaster....md,# Deprecated,alexgbherokubuildpackmultimaster....md# Deprecated,5
40,1,alexpts.php-routing.md,# php-routing,alexpts.php-routing.md# php-routing,"-,6"
40,2,alexpts.php-routing.md,#### Возможности,alexpts.php-routing.md#### Возможности,-
40,3,alexpts.php-routing.md,#### Простой роутинг,alexpts.php-routing.md#### Простой роутинг,-
40,4,alexpts.php-routing.md,#### Захват параметров из url ####,alexpts.php-routing.md#### Захват параметров из url ####,"-,3"
41,1,alexvane.BaiduPanDownloadWpf.md,# Introduction ![version](https://img.shields.io/badge/BaiduPanDownloadWpf-v0.2.0.79-orange.svg) ![build state](https://img.shields.io/badge/build-passing-brightgreen.svg) ![available state](https://img.shields.io/badge/available-false-red.svg),alexvane.BaiduPanDownloadWpf.md# Introduction ![version](https://img.shields.io/badge/BaiduPanDownloadWpf-v0.2.0.79-orange.svg) ![build state](https://img.shields.io/badge/build-passing-brightgreen.svg) ![available state](https://img.shields.io/badge/available-false-red.svg),1
41,2,alexvane.BaiduPanDownloadWpf.md,# Getting Started,alexvane.BaiduPanDownloadWpf.md# Getting Started,3
41,3,alexvane.BaiduPanDownloadWpf.md,# Screenshots,alexvane.BaiduPanDownloadWpf.md# Screenshots,
41,4,alexvane.BaiduPanDownloadWpf.md,# Acknowledgements,alexvane.BaiduPanDownloadWpf.md# Acknowledgements,
42,1,alienhardSublimeAllAutocompletemaster....md,# All Autocomplete Sublime Text,alienhardSublimeAllAutocompletemaster....md# All Autocomplete Sublime Text,3
42,2,alienhardSublimeAllAutocompletemaster....md,## Install,alienhardSublimeAllAutocompletemaster....md## Install,3
42,3,alienhardSublimeAllAutocompletemaster....md,## Settings,alienhardSublimeAllAutocompletemaster....md## Settings,3
42,4,alienhardSublimeAllAutocompletemaster....md,## LICENSE,alienhardSublimeAllAutocompletemaster....md## LICENSE,5
43,1,alirezarahmani.jquery-cookie.md,# jquery.cookie [![Build Status](https://travis-ci.org/carhartl/jquery-cookie.png?branch=master)](https://travis-ci.org/carhartl/jquery-cookie) [![Code Climate](https://codeclimate.com/github/carhartl/jquery-cookie.png)](https://codeclimate.com/github/carhartl/jquery-cookie),alirezarahmani.jquery-cookie.md# jquery.cookie [![Build Status](https://travis-ci.org/carhartl/jquery-cookie.png?branch=master)](https://travis-ci.org/carhartl/jquery-cookie) [![Code Climate](https://codeclimate.com/github/carhartl/jquery-cookie.png)](https://codeclimate.com/github/carhartl/jquery-cookie),6
43,2,alirezarahmani.jquery-cookie.md,## Build Status Matrix,alirezarahmani.jquery-cookie.md## Build Status Matrix,4
43,3,alirezarahmani.jquery-cookie.md,## Installation,alirezarahmani.jquery-cookie.md## Installation,3
43,4,alirezarahmani.jquery-cookie.md,## Usage,alirezarahmani.jquery-cookie.md## Usage,3
43,5,alirezarahmani.jquery-cookie.md,## Configuration,alirezarahmani.jquery-cookie.md## Configuration,3
43,6,alirezarahmani.jquery-cookie.md,### raw,alirezarahmani.jquery-cookie.md### raw,3
43,7,alirezarahmani.jquery-cookie.md,### json,alirezarahmani.jquery-cookie.md### json,3
43,8,alirezarahmani.jquery-cookie.md,## Cookie Options,alirezarahmani.jquery-cookie.md## Cookie Options,3
43,9,alirezarahmani.jquery-cookie.md,### expires,alirezarahmani.jquery-cookie.md### expires,3
43,10,alirezarahmani.jquery-cookie.md,### path,alirezarahmani.jquery-cookie.md### path,3
43,11,alirezarahmani.jquery-cookie.md,### domain,alirezarahmani.jquery-cookie.md### domain,"3,6"
43,12,alirezarahmani.jquery-cookie.md,### secure,alirezarahmani.jquery-cookie.md### secure,"6,8"
43,13,alirezarahmani.jquery-cookie.md,## Converters,alirezarahmani.jquery-cookie.md## Converters,3
43,14,alirezarahmani.jquery-cookie.md,## Contributing,alirezarahmani.jquery-cookie.md## Contributing,7
43,15,alirezarahmani.jquery-cookie.md,## Authors,alirezarahmani.jquery-cookie.md## Authors,5
44,1,allureframeworkallure1masterREADME.....md,# [DEPRICATED],allureframeworkallure1masterREADME.....md# [DEPRICATED],1
44,2,allureframeworkallure1masterREADME.....md,## Please follow https://github.com/allure-framework/allure2,allureframeworkallure1masterREADME.....md## Please follow https://github.com/allure-framework/allure2,"1,6"
44,3,allureframeworkallure1masterREADME.....md,# Allure 1,allureframeworkallure1masterREADME.....md# Allure 1,6
44,4,allureframeworkallure1masterREADME.....md,## Who uses Allure,allureframeworkallure1masterREADME.....md## Who uses Allure,1
44,5,allureframeworkallure1masterREADME.....md,## Getting Started,allureframeworkallure1masterREADME.....md## Getting Started,6
44,6,allureframeworkallure1masterREADME.....md,## Contact us,allureframeworkallure1masterREADME.....md## Contact us,5
45,1,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,# Mining the Social Web (2nd Edition),alvarosperez.Mining-the-Social-Web-2nd-Edition.md# Mining the Social Web (2nd Edition),1
45,2,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## Summary,alvarosperez.Mining-the-Social-Web-2nd-Edition.md## Summary,"1,6"
45,3,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## Preview the Full-Text of Chapter 1 (Mining Twitter),alvarosperez.Mining-the-Social-Web-2nd-Edition.md## Preview the Full-Text of Chapter 1 (Mining Twitter),1
45,4,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## Preview the IPython Notebooks,alvarosperez.Mining-the-Social-Web-2nd-Edition.md## Preview the IPython Notebooks,"1,6"
45,5,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## Blog & Screencasts,alvarosperez.Mining-the-Social-Web-2nd-Edition.md## Blog & Screencasts,6
45,6,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## The _Mining the Social Web_ Virtual Machine,alvarosperez.Mining-the-Social-Web-2nd-Edition.md## The _Mining the Social Web_ Virtual Machine,3
45,7,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## Quick Start Guide,alvarosperez.Mining-the-Social-Web-2nd-Edition.md## Quick Start Guide,3
45,8,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,## The _Mining the Social Web_ Wiki,alvarosperez.Mining-the-Social-Web-2nd-Edition.md## The _Mining the Social Web_ Wiki,6
45,9,alvarosperez.Mining-the-Social-Web-2nd-Edition.md,"## ""Premium Support""","alvarosperez.Mining-the-Social-Web-2nd-Edition.md## ""Premium Support""","1,6"
46,1,ALYREZA.docker-dns-ad-blocker.md,# oznu/dns-ad-blocker,ALYREZA.docker-dns-ad-blocker.md# oznu/dns-ad-blocker,"-,1"
46,2,ALYREZA.docker-dns-ad-blocker.md,## Usage,ALYREZA.docker-dns-ad-blocker.md## Usage,3
46,3,ALYREZA.docker-dns-ad-blocker.md,## Parameters,ALYREZA.docker-dns-ad-blocker.md## Parameters,3
46,4,ALYREZA.docker-dns-ad-blocker.md,# Add domains which you want to force to an IP address here.,ALYREZA.docker-dns-ad-blocker.md# Add domains which you want to force to an IP address here.,3
46,5,ALYREZA.docker-dns-ad-blocker.md,# The example below send any host in doubleclick.net to a local,ALYREZA.docker-dns-ad-blocker.md# The example below send any host in doubleclick.net to a local,3
46,6,ALYREZA.docker-dns-ad-blocker.md,# webserver.,ALYREZA.docker-dns-ad-blocker.md# webserver.,
46,7,ALYREZA.docker-dns-ad-blocker.md,"# Return an MX record named ""maildomain.com"" with target","ALYREZA.docker-dns-ad-blocker.md# Return an MX record named ""maildomain.com"" with target",3
46,8,ALYREZA.docker-dns-ad-blocker.md,# servermachine.com and preference 50,ALYREZA.docker-dns-ad-blocker.md# servermachine.com and preference 50,6
47,1,AmrSolimanlaravelsitemapmaster....md,# [laravel-sitemap](http://roumen.it/projects/laravel-sitemap) package,AmrSolimanlaravelsitemapmaster....md# [laravel-sitemap](http://roumen.it/projects/laravel-sitemap) package,"1,6"
47,2,AmrSolimanlaravelsitemapmaster....md,## Notes,AmrSolimanlaravelsitemapmaster....md## Notes,"1,3"
47,3,AmrSolimanlaravelsitemapmaster....md,## Installation,AmrSolimanlaravelsitemapmaster....md## Installation,3
47,4,AmrSolimanlaravelsitemapmaster....md,#### for Laravel 5.2/5.3 service provider should be :,AmrSolimanlaravelsitemapmaster....md#### for Laravel 5.2/5.3 service provider should be :,3
47,5,AmrSolimanlaravelsitemapmaster....md,## Examples,AmrSolimanlaravelsitemapmaster....md## Examples,6
48,1,amykatenicho.IoTWorkshop.md,# Windows 10 IoT Core Hands-on Lab,amykatenicho.IoTWorkshop.md# Windows 10 IoT Core Hands-on Lab,3
48,2,amykatenicho.IoTWorkshop.md,## Pre-requisites ,amykatenicho.IoTWorkshop.md## Pre-requisites ,3
48,3,amykatenicho.IoTWorkshop.md,### Setting up your Software,amykatenicho.IoTWorkshop.md### Setting up your Software,3
48,4,amykatenicho.IoTWorkshop.md,### Download Azure Device Explorer,amykatenicho.IoTWorkshop.md### Download Azure Device Explorer,"3,6"
48,5,amykatenicho.IoTWorkshop.md,### Download the IoT Core Dashboard,amykatenicho.IoTWorkshop.md### Download the IoT Core Dashboard,3
48,6,amykatenicho.IoTWorkshop.md,## During the Lab,amykatenicho.IoTWorkshop.md## During the Lab,1
48,7,amykatenicho.IoTWorkshop.md,### Setting up your Devices,amykatenicho.IoTWorkshop.md### Setting up your Devices,3
48,8,amykatenicho.IoTWorkshop.md,### Setting up your Azure Account,amykatenicho.IoTWorkshop.md### Setting up your Azure Account,"3,6"
48,9,amykatenicho.IoTWorkshop.md,#### Creating an IoT Hub,amykatenicho.IoTWorkshop.md#### Creating an IoT Hub,3
48,10,amykatenicho.IoTWorkshop.md,### Registering your device,amykatenicho.IoTWorkshop.md### Registering your device,"3,6"
48,11,amykatenicho.IoTWorkshop.md,## Creating a Universal App,amykatenicho.IoTWorkshop.md## Creating a Universal App,-
48,12,amykatenicho.IoTWorkshop.md,### Send telemetry data to the Azure IoT Hub,amykatenicho.IoTWorkshop.md### Send telemetry data to the Azure IoT Hub,3
48,13,amykatenicho.IoTWorkshop.md,## Summary,amykatenicho.IoTWorkshop.md## Summary,
49,1,anaderi.FairSoft.md,#FairSoft,anaderi.FairSoft.md#FairSoft,"3,6"
49,2,anaderi.FairSoft.md,##Prerequisites,anaderi.FairSoft.md##Prerequisites,3
49,3,anaderi.FairSoft.md,##Guided Installation ,anaderi.FairSoft.md##Guided Installation ,3
49,4,anaderi.FairSoft.md,##Installation with configuration file,anaderi.FairSoft.md##Installation with configuration file,3
49,5,anaderi.FairSoft.md,##Included Packages,anaderi.FairSoft.md##Included Packages,4
49,6,anaderi.FairSoft.md,##Installation of ALFA (Alice-FAIR software),anaderi.FairSoft.md##Installation of ALFA (Alice-FAIR software),3
50,1,analytically.slack-express.md,# slack-express [![bitHound Overalll Score](https://www.bithound.io/github/smallwins/slack-express/badges/score.svg)](https://www.bithound.io/github/smallwins/slack-express) [![bitHound Dependencies](https://www.bithound.io/github/smallwins/slack-express/badges/dependencies.svg)](https://www.bithound.io/github/smallwins/slack-express/master/dependencies/npm) [ ![Codeship Status for smallwins/slack-express](https://codeship.com/projects/8348a860-7a10-0133-8cf8-72bb2b768401/status?branch=master)](https://codeship.com/projects/118901),analytically.slack-express.md# slack-express [![bitHound Overalll Score](https://www.bithound.io/github/smallwins/slack-express/badges/score.svg)](https://www.bithound.io/github/smallwins/slack-express) [![bitHound Dependencies](https://www.bithound.io/github/smallwins/slack-express/badges/dependencies.svg)](https://www.bithound.io/github/smallwins/slack-express/master/dependencies/npm) [ ![Codeship Status for smallwins/slack-express](https://codeship.com/projects/8348a860-7a10-0133-8cf8-72bb2b768401/status?branch=master)](https://codeship.com/projects/118901),6
50,2,analytically.slack-express.md,### hello world,analytically.slack-express.md### hello world,3
50,3,analytically.slack-express.md,#### generated routes,analytically.slack-express.md#### generated routes,3
50,4,analytically.slack-express.md,### middleware,analytically.slack-express.md### middleware,6
50,5,analytically.slack-express.md,### the payload,analytically.slack-express.md### the payload,3
50,6,analytically.slack-express.md,### persistence,analytically.slack-express.md### persistence,"1,3"
50,7,analytically.slack-express.md,### api,analytically.slack-express.md### api,3
50,8,analytically.slack-express.md,## local setup,analytically.slack-express.md## local setup,3
51,1,AnBucyk.cordova-samples.md,# Visual Studio Tools for Apache Cordova - Sample Apps,AnBucyk.cordova-samples.md# Visual Studio Tools for Apache Cordova - Sample Apps,"1,6"
51,2,AnBucyk.cordova-samples.md,## Terms of Use,AnBucyk.cordova-samples.md## Terms of Use,
51,3,AnBucyk.cordova-samples.md,## License,AnBucyk.cordova-samples.md## License,5
51,4,AnBucyk.cordova-samples.md,## Help us improve our samples,AnBucyk.cordova-samples.md## Help us improve our samples,6
51,5,AnBucyk.cordova-samples.md,## More Information,AnBucyk.cordova-samples.md## More Information,"-,5,6"
52,1,andforce.AndroidSlidingUpPanel.md,# Android Sliding Up Panel,andforce.AndroidSlidingUpPanel.md# Android Sliding Up Panel,"1,3"
52,2,andforce.AndroidSlidingUpPanel.md,### Importing the library,andforce.AndroidSlidingUpPanel.md### Importing the library,6
52,3,andforce.AndroidSlidingUpPanel.md,#### Eclipse ,andforce.AndroidSlidingUpPanel.md#### Eclipse ,3
52,4,andforce.AndroidSlidingUpPanel.md,#### Android Studio ,andforce.AndroidSlidingUpPanel.md#### Android Studio ,3
52,5,andforce.AndroidSlidingUpPanel.md,### Usage ,andforce.AndroidSlidingUpPanel.md### Usage ,3
52,6,andforce.AndroidSlidingUpPanel.md,"### Caveats, Additional Features and Customization","andforce.AndroidSlidingUpPanel.md### Caveats, Additional Features and Customization","1,3"
52,7,andforce.AndroidSlidingUpPanel.md,### Implementation,andforce.AndroidSlidingUpPanel.md### Implementation,5
52,8,andforce.AndroidSlidingUpPanel.md,### Requirements,andforce.AndroidSlidingUpPanel.md### Requirements,3
52,9,andforce.AndroidSlidingUpPanel.md,### Other Contributors,andforce.AndroidSlidingUpPanel.md### Other Contributors,"5,7"
52,10,andforce.AndroidSlidingUpPanel.md,### Changelog,andforce.AndroidSlidingUpPanel.md### Changelog,4
52,11,andforce.AndroidSlidingUpPanel.md,### Licence,andforce.AndroidSlidingUpPanel.md### Licence,-
53,1,andrefauth.HtmlPhpExcel.md,#HtmlPhpExcel,andrefauth.HtmlPhpExcel.md#HtmlPhpExcel,1
53,2,andrefauth.HtmlPhpExcel.md,## Todos,andrefauth.HtmlPhpExcel.md## Todos,4
53,3,andrefauth.HtmlPhpExcel.md,## Installation,andrefauth.HtmlPhpExcel.md## Installation,3
53,4,andrefauth.HtmlPhpExcel.md,## Simple example,andrefauth.HtmlPhpExcel.md## Simple example,3
53,5,andrefauth.HtmlPhpExcel.md,## Styling,andrefauth.HtmlPhpExcel.md## Styling,"3,6"
53,6,andrefauth.HtmlPhpExcel.md,## License,andrefauth.HtmlPhpExcel.md## License,5
54,1,andrewoshopenshiftsdnmaster....md,# Native container routing using network infrastructure,andrewoshopenshiftsdnmaster....md# Native container routing using network infrastructure,6
54,2,andrewoshopenshiftsdnmaster....md,## Introduction,andrewoshopenshiftsdnmaster....md## Introduction,1
54,3,andrewoshopenshiftsdnmaster....md,## Network Layout,andrewoshopenshiftsdnmaster....md## Network Layout,1
54,4,andrewoshopenshiftsdnmaster....md,## Network Overview,andrewoshopenshiftsdnmaster....md## Network Overview,1
54,5,andrewoshopenshiftsdnmaster....md,## Node setup,andrewoshopenshiftsdnmaster....md## Node setup,3
54,6,andrewoshopenshiftsdnmaster....md,## Router setup,andrewoshopenshiftsdnmaster....md## Router setup,3
55,1,andru255.Effect-Games.md,# Overview,andru255.Effect-Games.md# Overview,"1,3"
55,2,andru255.Effect-Games.md,# Installation,andru255.Effect-Games.md# Installation,3
55,3,andru255.Effect-Games.md,# Legal,andru255.Effect-Games.md# Legal,5
55,4,andru255.Effect-Games.md,#### md5.js,andru255.Effect-Games.md#### md5.js,5
55,5,andru255.Effect-Games.md,#### color_picker.css and color_picker.js,andru255.Effect-Games.md#### color_picker.css and color_picker.js,
55,6,andru255.Effect-Games.md,#### ZeroClipboard.swf and ZeroClipboard.js,andru255.Effect-Games.md#### ZeroClipboard.swf and ZeroClipboard.js,3
55,7,andru255.Effect-Games.md,#### ZeroUpload.swf and ZeroUpload.js,andru255.Effect-Games.md#### ZeroUpload.swf and ZeroUpload.js,"1,3"
55,8,andru255.Effect-Games.md,#### webcam.swf and webcam.js,andru255.Effect-Games.md#### webcam.swf and webcam.js,3
55,9,andru255.Effect-Games.md,#### Silk Icon Set,andru255.Effect-Games.md#### Silk Icon Set,1
55,10,andru255.Effect-Games.md,#### Default User Icon,andru255.Effect-Games.md#### Default User Icon,3
56,1,aniXification.platform.md,# Ushahidi 3,aniXification.platform.md# Ushahidi 3,"-,1,6"
56,2,aniXification.platform.md,## What is Ushahidi?,aniXification.platform.md## What is Ushahidi?,1
56,3,aniXification.platform.md,## What is Ushahidi v3?,aniXification.platform.md## What is Ushahidi v3?,1
56,4,aniXification.platform.md,### Should I use Ushahidi v3 for my new project?,aniXification.platform.md### Should I use Ushahidi v3 for my new project?,4
56,5,aniXification.platform.md,"### I'm a developer, should I contribute to Ushahidi v3?","aniXification.platform.md### I'm a developer, should I contribute to Ushahidi v3?",7
56,6,aniXification.platform.md,## Using the Platform,aniXification.platform.md## Using the Platform,3
56,7,aniXification.platform.md,### Logging in for the first time,aniXification.platform.md### Logging in for the first time,3
56,8,aniXification.platform.md,## Extras,aniXification.platform.md## Extras,"-,3"
56,9,aniXification.platform.md,### Vagrantfile,aniXification.platform.md### Vagrantfile,"3,6"
56,10,aniXification.platform.md,### Travis-CI,aniXification.platform.md### Travis-CI,"3,6"
56,11,aniXification.platform.md,## Useful Links,aniXification.platform.md## Useful Links,6
57,1,ankitshah009.scikit-learn-videos.md,# Introduction to machine learning with scikit-learn,ankitshah009.scikit-learn-videos.md# Introduction to machine learning with scikit-learn,1
57,2,ankitshah009.scikit-learn-videos.md,## Entire series,ankitshah009.scikit-learn-videos.md## Entire series,"1,6"
57,3,ankitshah009.scikit-learn-videos.md,## Individual videos,ankitshah009.scikit-learn-videos.md## Individual videos,1
58,1,annacapa.bootstrap.md,# [Bootstrap](http://getbootstrap.com),annacapa.bootstrap.md# [Bootstrap](http://getbootstrap.com),"1,6"
58,2,annacapa.bootstrap.md,## Table of contents,annacapa.bootstrap.md## Table of contents,6
58,3,annacapa.bootstrap.md,## Quick start,annacapa.bootstrap.md## Quick start,3
58,4,annacapa.bootstrap.md,### What's included,annacapa.bootstrap.md### What's included,3
58,5,annacapa.bootstrap.md,## Bugs and feature requests,annacapa.bootstrap.md## Bugs and feature requests,7
58,6,annacapa.bootstrap.md,## Documentation,annacapa.bootstrap.md## Documentation,
58,7,annacapa.bootstrap.md,### Running documentation locally,annacapa.bootstrap.md### Running documentation locally,3
58,8,annacapa.bootstrap.md,### Documentation for previous releases,annacapa.bootstrap.md### Documentation for previous releases,6
58,9,annacapa.bootstrap.md,## Contributing,annacapa.bootstrap.md## Contributing,7
58,10,annacapa.bootstrap.md,## Community,annacapa.bootstrap.md## Community,"5,6"
58,11,annacapa.bootstrap.md,## Versioning,annacapa.bootstrap.md## Versioning,4
58,12,annacapa.bootstrap.md,## Creators,annacapa.bootstrap.md## Creators,5
58,13,annacapa.bootstrap.md,## Copyright and license,annacapa.bootstrap.md## Copyright and license,5
59,1,ansibleansiblenavigatormainREADME.md.md,# ansible-navigator,ansibleansiblenavigatormainREADME.md.md# ansible-navigator,
59,2,ansibleansiblenavigatormainREADME.md.md,## Quick start,ansibleansiblenavigatormainREADME.md.md## Quick start,3
59,3,ansibleansiblenavigatormainREADME.md.md,### Installing,ansibleansiblenavigatormainREADME.md.md### Installing,3
59,4,ansibleansiblenavigatormainREADME.md.md,## Welcome,ansibleansiblenavigatormainREADME.md.md## Welcome,
59,5,ansibleansiblenavigatormainREADME.md.md,## Output modes,ansibleansiblenavigatormainREADME.md.md## Output modes,3
59,6,ansibleansiblenavigatormainREADME.md.md,## Example commands,ansibleansiblenavigatormainREADME.md.md## Example commands,3
59,7,ansibleansiblenavigatormainREADME.md.md,## Configuring ansible-navigator:,ansibleansiblenavigatormainREADME.md.md## Configuring ansible-navigator:,3
59,8,ansibleansiblenavigatormainREADME.md.md,## Frequently Asked Questions (FAQ),ansibleansiblenavigatormainREADME.md.md## Frequently Asked Questions (FAQ),6
59,9,ansibleansiblenavigatormainREADME.md.md,## License,ansibleansiblenavigatormainREADME.md.md## License,5
60,1,ansiblecommunityansiblebuilddatamain....md,# ansible-build-data,ansiblecommunityansiblebuilddatamain....md# ansible-build-data,1
60,2,ansiblecommunityansiblebuilddatamain....md,## Structure of data,ansiblecommunityansiblebuilddatamain....md## Structure of data,"1,4"
61,1,anupash.privseams.md,#Priv-Seams: A Privacy-aware Signaling Layer for End-host-Assisted Middlebox Services,anupash.privseams.md#Priv-Seams: A Privacy-aware Signaling Layer for End-host-Assisted Middlebox Services,1
61,2,anupash.privseams.md,###HIPL dependencies,anupash.privseams.md###HIPL dependencies,3
61,3,anupash.privseams.md,###Priv-Seams dependencies,anupash.privseams.md###Priv-Seams dependencies,3
61,4,anupash.privseams.md,###How to build HIPL,anupash.privseams.md###How to build HIPL,3
61,5,anupash.privseams.md,###Priv-Seams build options,anupash.privseams.md###Priv-Seams build options,3
61,6,anupash.privseams.md,###How to clean HIPL,anupash.privseams.md###How to clean HIPL,"3,6"
62,1,aoben10.Popular-movies.md,# Popular-movies,aoben10.Popular-movies.md# Popular-movies,
62,2,aoben10.Popular-movies.md,## Features,aoben10.Popular-movies.md## Features,1
62,3,aoben10.Popular-movies.md,## Screenshots,aoben10.Popular-movies.md## Screenshots,3
62,4,aoben10.Popular-movies.md,## Video Preview,aoben10.Popular-movies.md## Video Preview,3
62,5,aoben10.Popular-movies.md,## Libraries Used,aoben10.Popular-movies.md## Libraries Used,"-,3,6"
62,6,aoben10.Popular-movies.md,### View Binding,aoben10.Popular-movies.md### View Binding,-
62,7,aoben10.Popular-movies.md,### API Requests,aoben10.Popular-movies.md### API Requests,"3,6"
62,8,aoben10.Popular-movies.md,### Image Loading,aoben10.Popular-movies.md### Image Loading,"3,6"
62,9,aoben10.Popular-movies.md,## License,aoben10.Popular-movies.md## License,5
63,1,apm20.PDO_Pagination.md,# PDO_Pagination,apm20.PDO_Pagination.md# PDO_Pagination,3
64,1,apurbana.ExData_Plotting1.md,## Introduction,apurbana.ExData_Plotting1.md## Introduction,"1,6"
64,2,apurbana.ExData_Plotting1.md,## Loading the data,apurbana.ExData_Plotting1.md## Loading the data,3
64,3,apurbana.ExData_Plotting1.md,## Making Plots,apurbana.ExData_Plotting1.md## Making Plots,3
64,4,apurbana.ExData_Plotting1.md,### Plot 1,apurbana.ExData_Plotting1.md### Plot 1,3
64,5,apurbana.ExData_Plotting1.md,### Plot 2,apurbana.ExData_Plotting1.md### Plot 2,3
64,6,apurbana.ExData_Plotting1.md,### Plot 3,apurbana.ExData_Plotting1.md### Plot 3,3
64,7,apurbana.ExData_Plotting1.md,### Plot 4,apurbana.ExData_Plotting1.md### Plot 4,3
65,1,AradhanaRaj.bash-handbook.md,# bash-handbook [![CC 4.0][cc-image]][cc-url],AradhanaRaj.bash-handbook.md# bash-handbook [![CC 4.0][cc-image]][cc-url],-
65,2,AradhanaRaj.bash-handbook.md,# Node Packaged Manuscript,AradhanaRaj.bash-handbook.md# Node Packaged Manuscript,3
65,3,AradhanaRaj.bash-handbook.md,# Table of Contents,AradhanaRaj.bash-handbook.md# Table of Contents,3
65,4,AradhanaRaj.bash-handbook.md,# Introduction,AradhanaRaj.bash-handbook.md# Introduction,1
65,5,AradhanaRaj.bash-handbook.md,# Shells and modes,AradhanaRaj.bash-handbook.md# Shells and modes,
65,6,AradhanaRaj.bash-handbook.md,## Interactive mode,AradhanaRaj.bash-handbook.md## Interactive mode,3
65,7,AradhanaRaj.bash-handbook.md,## Non-interactive mode,AradhanaRaj.bash-handbook.md## Non-interactive mode,3
65,8,AradhanaRaj.bash-handbook.md,## Exit codes,AradhanaRaj.bash-handbook.md## Exit codes,3
65,9,AradhanaRaj.bash-handbook.md,# Comments,AradhanaRaj.bash-handbook.md# Comments,3
65,10,AradhanaRaj.bash-handbook.md,# Variables,AradhanaRaj.bash-handbook.md# Variables,3
65,11,AradhanaRaj.bash-handbook.md,## Local variables,AradhanaRaj.bash-handbook.md## Local variables,3
65,12,AradhanaRaj.bash-handbook.md,## Environment variables,AradhanaRaj.bash-handbook.md## Environment variables,3
65,13,AradhanaRaj.bash-handbook.md,## Positional parameters,AradhanaRaj.bash-handbook.md## Positional parameters,"3,6"
65,14,AradhanaRaj.bash-handbook.md,# Shell expansions,AradhanaRaj.bash-handbook.md# Shell expansions,3
65,15,AradhanaRaj.bash-handbook.md,## Brace expansion,AradhanaRaj.bash-handbook.md## Brace expansion,3
